"catégories";"product_page_url";"UPC";"title";"price_includind_tax";"price_excluding_tax";"number_available";"review_rating";"product_description";"image_url"
"Fiction";"http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html";"a86972014275e072";"The First Hostage (J.B. Collins #2)";"£25.85";"£25.85";"In stock (14 available)";"Three";"aThe president of the United States . . . is missing.aWith these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordanas king is fighting for his life, and the U.S. president is missing and p aThe president of the United States . . . is missing.aWith these words, New York Times journalist J. B. Collins, reporting from the scene of a devastating attack by ISIS terrorists in Amman, Jordan, puts the entire world on high alert. The leaders of Israel and Palestine are critically injured, Jordanas king is fighting for his life, and the U.S. president is missing and presumed captured.As the U.S. government faces a constitutional crisis and Jordan battles for its very existence, Collins must do his best to keep the world informed while working to convince the FBI that his stories are not responsible for the terror attack on the Jordanian capital. And ISIS still has chemical weapons . . .Struggling to clear his name, Collins and the Secret Service try frantically to locate and rescue the leader of the free world before ISISas threats become a catastrophic reality. ...more";"http://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg"
"Fiction";"http://books.toscrape.com/catalogue/take-me-with-you_741/index.html";"2c04320e110a14a3";"Take Me with You";"£45.21";"£45.21";"In stock (14 available)";"Three";"August Shroeder, a burned-out teacher, has been sober since his 19-year-old son died. Every year he's spent the summer on the road, but making it to Yellowstone this year means everything. The plan had been to travel there with his son, but now August is making the trip with Philip's ashes instead. An unexpected twist of fate lands August with two extra passengers for his August Shroeder, a burned-out teacher, has been sober since his 19-year-old son died. Every year he's spent the summer on the road, but making it to Yellowstone this year means everything. The plan had been to travel there with his son, but now August is making the trip with Philip's ashes instead. An unexpected twist of fate lands August with two extra passengers for his journey, two half-orphans with nowhere else to go.What none of them could have known was how transformative both the trip and the bonds that develop between them would prove, driving each to create a new destiny together. ...more";"http://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg"
"Fiction";"http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html";"fe44cc816576c652";"Still Life with Bread Crumbs";"£26.41";"£26.41";"In stock (14 available)";"Three";"A superb love story from Anna Quindlen, the #1 New York Times bestselling author of Rise and Shine, Blessings, and A Short Guide to a Happy Life Still Life with Bread Crumbs begins with an imagined gunshot and ends with a new tin roof. Between the two is a wry and knowing portrait of Rebecca Winter, a photographer whose work made her an unlikely heroine for many women. Her A superb love story from Anna Quindlen, the #1 New York Times bestselling author of Rise and Shine, Blessings, and A Short Guide to a Happy Life A Still Life with Bread Crumbs begins with an imagined gunshot and ends with a new tin roof. Between the two is a wry and knowing portrait of Rebecca Winter, a photographer whose work made her an unlikely heroine for many women. Her career is now descendent, her bank balance shaky, and she has fled the city for the middle of nowhere. There she discovers, in a tree stand with a roofer named Jim Bates, that what she sees through a camera lens is not all there is to life. A  Brilliantly written, powerfully observed, Still Life with Bread Crumbs is a deeply moving and often very funny story of unexpected love, and a stunningly crafted journey into the life of a woman, her heart, her mind, her days, as she discovers that life is a story with many levels, a story that is longer and more exciting than she ever imagined. ...more";"http://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg"
"Fiction";"http://books.toscrape.com/catalogue/shtum_733/index.html";"830fb3967c74866d";"Shtum";"£55.84";"£55.84";"In stock (14 available)";"Four";"Powerful, darkly funny and heart-breaking, Shtum is a story about fathers and sons, autism, and dysfunctional relationships.Ben Jewell has hit breaking point. His ten-year-old son Jonah has severe autism and Ben and his wife, Emma, are struggling to cope.When Ben and Emma fake a separation - a strategic decision to further Jonah's case in an upcoming tribunal - Ben and Jon Powerful, darkly funny and heart-breaking, Shtum is a story about fathers and sons, autism, and dysfunctional relationships.Ben Jewell has hit breaking point. His ten-year-old son Jonah has severe autism and Ben and his wife, Emma, are struggling to cope.When Ben and Emma fake a separation - a strategic decision to further Jonah's case in an upcoming tribunal - Ben and Jonah move in with Georg, Ben's elderly father. In a small house in North London, three generations of men - one who can't talk; two who won't - are thrown together.A powerful, emotional, but above all enjoyable read, perfect for fans of THE SHOCK OF THE FALL and THE CURIOUS INCIDENT OF THE DOG IN THE NIGHT-TIME. ...more";"http://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg"
"Fiction";"http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html";"727bf2b86b19ad88";"My Name Is Lucy Barton";"£41.56";"£41.56";"In stock (14 available)";"One";"A new book by Pulitzer Prize winner Elizabeth Strout is cause for celebration. Her bestselling novels, including Olive Kitteridge and The Burgess Boys,have illuminated our most tender relationships. Now, in My Name Is Lucy Barton, this extraordinary writer shows how a simple hospital visit becomes a portal to the most tender relationship of allathe one between mother and d A new book by Pulitzer Prize winner Elizabeth Strout is cause for celebration. Her bestselling novels, including Olive Kitteridge and The Burgess Boys,A have illuminated our most tender relationships. Now, in My Name Is Lucy Barton, this extraordinary writer shows how a simple hospital visit becomes a portal to the most tender relationship of allathe one between mother and daughter. A  Lucy Barton is recovering slowly from what should have been a simple operation. Her mother, to whom she hasnat spoken for many years, comes to see her. Gentle gossip about people from Lucyas childhood in Amgash, Illinois, seems to reconnect them, but just below the surface lie the tension and longing that have informed every aspect of Lucyas life: her escape from her troubled family, her desire to become a writer, her marriage, her love for her two daughters. Knitting this powerful narrative together is the brilliant storytelling voice of Lucy herself: keenly observant, deeply human, and truly unforgettable. ...more";"http://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg"
"Fiction";"http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html";"cc82685d9f49bc2c";"My Mrs. Brown";"£24.48";"£24.48";"In stock (14 available)";"Three";"From William Norwich, the well-known fashion writer and editor, an unforgettable novel about a woman with a secret who travels to New York City on a determined quest to buy a special dress that represents everything she wants to say about that secretaand herself.Sometimes a dress isnat just a dress.Emilia Brown is a woman of a certain age. She has spent a frugal, useful, a From William Norwich, the well-known fashion writer and editor, an unforgettable novel about a woman with a secret who travels to New York City on a determined quest to buy a special dress that represents everything she wants to say about that secretaand herself.Sometimes a dress isnat just a dress.Emilia Brown is a woman of a certain age. She has spent a frugal, useful, and wholly restrained life in Ashville, a small town in Rhode Island. Overlooked especially by the industries of fashion and media, Mrs. Brown is one of todayas silent generations of women whose quiet no-frills existences would make them seem invisible. She is a genteel woman who has known her share of personal sorrows and quietly carried on, who makes a modest living cleaning and running errands at the local beauty parlor, who delights in evening chats with her much younger neighbor, twenty-three-year-old Alice Danvers.When the grand dame of Ashville passes away, Mrs. Brown is called upon to inventory her estate and comes across a dress that changes everything. This isnat a Cinderella confection; itas a simple yet exquisitely tailored Oscar de la Renta sheath and jacketaa suit that Mrs. Brown realizes, with startling clarity, will say everything she has ever wished to convey. She must have it. And so Mrs. Brown begins her odyssey to purchase the dress. For not only is the owning of the Oscar de la Renta a must, the intimidating trip to purchase it on Madison Avenue is essential as well. If the dress is to give Mrs. Brown a voice, then she must prepare by making the daunting journeyaboth to the emerald city and within herself.Timeless, poignant, and appealing, My Mrs. Brown is a novel for every mother in the world, every woman who ever wanted the perfect dress, and every child who wanted to give it to her. ...more";"http://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg"
"Fiction";"http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html";"caa2e5b3fb1b2d4c";"Mr. Mercedes (Bill Hodges Trilogy #1)";"£28.90";"£28.90";"In stock (14 available)";"One";"In the frigid pre-dawn hours, in a distressed Midwestern city, hundreds of desperate unemployed folks are lined up for a spot at a job fair. Without warning, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.In another part of town, months l In the frigid pre-dawn hours, in a distressed Midwestern city, hundreds of desperate unemployed folks are lined up for a spot at a job fair. Without warning, a lone driver plows through the crowd in a stolen Mercedes, running over the innocent, backing up, and charging again. Eight people are killed; fifteen are wounded. The killer escapes.In another part of town, months later, a retired cop named Bill Hodges is still haunted by the unsolved crime. When he gets a crazed letter from someone who self-identifies as the 'perk' and threatens an even more diabolical attack, Hodges wakes up from his depressed and vacant retirement, hell-bent on preventing another tragedy.Brady Hartfield lives with his alcoholic mother in the house where he was born. He loved the feel of death under the wheels of the Mercedes, and he wants that rush again.Only Bill Hodges, with a couple of highly unlikely allies, can apprehend the killer before he strikes again. And they have no time to lose, because Bradyas next mission, if it succeeds, will kill or maim thousands.Mr. Mercedes is a war between good and evil, from the master of suspense whose insight into the mind of this obsessed, insane killer is chilling and unforgettable. ...more";"http://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg"
"Fiction";"http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html";"aeff7b87a8e83ebb";"I Am Pilgrim (Pilgrim #1)";"£10.60";"£10.60";"In stock (14 available)";"Four";"A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afgh A breakneck race against time...and an implacable enemy.An anonymous young woman murdered in a run-down hotel, all identifying characteristics dissolved by acid. A father publicly beheaded in the blistering heat of a Saudi Arabian public square. A notorious Syrian biotech expert found eyeless in a Damascus junkyard. Smoldering human remains on a remote mountainside in Afghanistan. A flawless plot to commit an appalling crime against humanity. One path links them all, and only one man can make the journey.Pilgrim. ...more";"http://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg"
"Fiction";"http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html";"9eaf58b03a2779cc";"Eligible (The Austen Project #4)";"£27.09";"£27.09";"In stock (14 available)";"Three";"A Modern Retelling of Pride and PrejudiceThis version of the Bennet familyaand Mr. Darcyais one that you have and havenat met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to helpaand discover that the spr A Modern Retelling of Pride and PrejudiceThis version of the Bennet familyaand Mr. Darcyais one that you have and havenat met before: Liz is a magazine writer in her late thirties who, like her yoga instructor older sister, Jane, lives in New York City. When their father has a health scare, they return to their childhood home in Cincinnati to helpaand discover that the sprawling Tudor they grew up in is crumbling and the family is in disarray.Youngest sisters Kitty and Lydia are too busy with their CrossFit workouts and Paleo diets to get jobs. Mary, the middle sister, is earning her third online masteras degree and barely leaves her room, except for those mysterious Tuesday-night outings she wonat discuss. And Mrs. Bennet has one thing on her mind: how to marry off her daughters, especially as Janeas fortieth birthday fast approaches.Enter Chip Bingley, a handsome new-in-town doctor who recently appeared on the juggernaut reality TV dating show Eligible. At a Fourth of July barbecue, Chip takes an immediate interest in Jane, but Chipas friend neurosurgeon Fitzwilliam Darcy reveals himself to Liz to be much less charming. . . .And yet, first impressions can be deceiving. ...more";"http://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg"
"Fiction";"http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html";"1d6dd0c87d90fe92";"Eight Hundred Grapes";"£14.39";"£14.39";"In stock (14 available)";"Four";"There are secrets you share, and secrets you hideaGrowing up on her familyas Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her motheras lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Geo There are secrets you share, and secrets you hideaGrowing up on her familyas Sonoma vineyard, Georgia Ford learned some important secrets. The secret number of grapes it takes to make a bottle of wine: eight hundred. The secret ingredient in her motheras lasagna: chocolate. The secret behind ending a fight: hold hands.But just a week before her wedding, thirty-year-old Georgia discovers her beloved fiancA has been keeping a secret so explosive, it will change their lives forever.Georgia does what sheas always done: she returns to the family vineyard, expecting the comfort of her long-married parents, and her brothers, and everything familiar. But it turns out her fiancA is not the only one whoas been keeping secretsa ...more";"http://books.toscrape.com/media/cache/80/ff/80ff924ed78cd7c5172410d0d92f8dfe.jpg"
